# time_ps cluster_size count
1150000.000000 2 1
1150000.000000 3 1
1150000.000000 13 1
1151000.000000 1 8
1151000.000000 2 1
1151000.000000 15 1
1152000.000000 1 9
1152000.000000 2 1
1152000.000000 3 1
1152000.000000 11 1
1153000.000000 1 5
1153000.000000 20 1
1154000.000000 1 7
1154000.000000 18 1
1155000.000000 1 7
1155000.000000 18 1
1156000.000000 1 4
1156000.000000 2 1
1156000.000000 5 1
1156000.000000 14 1
1157000.000000 1 4
1157000.000000 2 2
1157000.000000 17 1
1158000.000000 1 3
1158000.000000 2 3
1158000.000000 16 1
1159000.000000 1 5
1159000.000000 2 1
1159000.000000 18 1
1160000.000000 1 4
1160000.000000 2 1
1160000.000000 19 1
1161000.000000 1 7
1161000.000000 2 1
1161000.000000 16 1
1162000.000000 1 5
1162000.000000 20 1
1163000.000000 1 4
1163000.000000 2 1
1163000.000000 6 1
1163000.000000 13 1
1164000.000000 1 4
1164000.000000 2 1
1164000.000000 7 1
1164000.000000 12 1
1165000.000000 1 6
1165000.000000 2 1
1165000.000000 17 1
1166000.000000 1 3
1166000.000000 2 3
1166000.000000 4 1
1166000.000000 12 1
1167000.000000 1 4
1167000.000000 2 1
1167000.000000 19 1
1168000.000000 1 10
1168000.000000 2 1
1168000.000000 3 1
1168000.000000 10 1
1169000.000000 1 5
1169000.000000 2 2
1169000.000000 3 1
1169000.000000 4 1
1169000.000000 9 1
1170000.000000 1 8
1170000.000000 2 1
1170000.000000 15 1
1171000.000000 1 7
1171000.000000 2 1
1171000.000000 7 1
1171000.000000 9 1
1172000.000000 1 7
1172000.000000 2 1
1172000.000000 16 1
1173000.000000 1 4
1173000.000000 2 1
1173000.000000 3 1
1173000.000000 16 1
1174000.000000 1 5
1174000.000000 2 2
1174000.000000 3 1
1174000.000000 13 1
1175000.000000 1 10
1175000.000000 3 1
1175000.000000 12 1
1176000.000000 1 7
1176000.000000 18 1
1177000.000000 1 7
1177000.000000 2 1
1177000.000000 3 1
1177000.000000 13 1
1178000.000000 1 6
1178000.000000 2 1
1178000.000000 3 1
1178000.000000 14 1
1179000.000000 1 8
1179000.000000 2 2
1179000.000000 4 1
1179000.000000 9 1
1180000.000000 1 8
1180000.000000 3 1
1180000.000000 14 1
1181000.000000 1 7
1181000.000000 18 1
1182000.000000 1 8
1182000.000000 17 1
1183000.000000 1 3
1183000.000000 2 1
1183000.000000 20 1
1184000.000000 1 5
1184000.000000 4 1
1184000.000000 16 1
1185000.000000 1 6
1185000.000000 2 1
1185000.000000 17 1
1186000.000000 1 6
1186000.000000 2 1
1186000.000000 17 1
1187000.000000 1 9
1187000.000000 2 1
1187000.000000 14 1
1188000.000000 1 5
1188000.000000 2 1
1188000.000000 5 1
1188000.000000 13 1
1189000.000000 1 7
1189000.000000 2 1
1189000.000000 4 1
1189000.000000 12 1
1190000.000000 1 4
1190000.000000 21 1
1191000.000000 1 6
1191000.000000 3 1
1191000.000000 16 1
1192000.000000 1 3
1192000.000000 2 2
1192000.000000 18 1
1193000.000000 1 5
1193000.000000 2 1
1193000.000000 3 1
1193000.000000 15 1
1194000.000000 1 7
1194000.000000 18 1
1195000.000000 1 4
1195000.000000 2 1
1195000.000000 3 1
1195000.000000 16 1
1196000.000000 1 5
1196000.000000 20 1
1197000.000000 1 3
1197000.000000 2 2
1197000.000000 18 1
1198000.000000 1 3
1198000.000000 2 1
1198000.000000 20 1
1199000.000000 1 4
1199000.000000 2 1
1199000.000000 19 1
1200000.000000 1 7
1200000.000000 2 2
1200000.000000 14 1
1201000.000000 1 3
1201000.000000 2 1
1201000.000000 20 1
1202000.000000 1 4
1202000.000000 2 1
1202000.000000 3 1
1202000.000000 16 1
1203000.000000 1 6
1203000.000000 2 1
1203000.000000 17 1
1204000.000000 1 6
1204000.000000 2 1
1204000.000000 17 1
1205000.000000 1 6
1205000.000000 2 1
1205000.000000 5 1
1205000.000000 12 1
1206000.000000 1 6
1206000.000000 2 1
1206000.000000 17 1
1207000.000000 1 6
1207000.000000 2 1
1207000.000000 17 1
1208000.000000 1 6
1208000.000000 19 1
1209000.000000 1 4
1209000.000000 2 2
1209000.000000 17 1
1210000.000000 1 6
1210000.000000 2 2
1210000.000000 15 1
1211000.000000 1 4
1211000.000000 2 1
1211000.000000 3 1
1211000.000000 16 1
1212000.000000 1 4
1212000.000000 2 1
1212000.000000 19 1
1213000.000000 1 6
1213000.000000 2 1
1213000.000000 17 1
1214000.000000 1 8
1214000.000000 17 1
1215000.000000 1 4
1215000.000000 2 3
1215000.000000 15 1
1216000.000000 1 7
1216000.000000 2 2
1216000.000000 3 1
1216000.000000 11 1
1217000.000000 1 6
1217000.000000 2 3
1217000.000000 13 1
1218000.000000 1 4
1218000.000000 2 2
1218000.000000 3 2
1218000.000000 11 1
1219000.000000 1 5
1219000.000000 2 1
1219000.000000 18 1
1220000.000000 1 5
1220000.000000 2 1
1220000.000000 18 1
1221000.000000 1 9
1221000.000000 2 1
1221000.000000 14 1
1222000.000000 1 1
1222000.000000 2 2
1222000.000000 20 1
1223000.000000 1 7
1223000.000000 2 1
1223000.000000 16 1
1224000.000000 1 4
1224000.000000 2 3
1224000.000000 3 1
1224000.000000 12 1
1225000.000000 1 4
1225000.000000 2 1
1225000.000000 19 1
1226000.000000 1 7
1226000.000000 2 1
1226000.000000 3 1
1226000.000000 13 1
1227000.000000 1 6
1227000.000000 2 2
1227000.000000 15 1
1228000.000000 1 4
1228000.000000 2 2
1228000.000000 4 1
1228000.000000 13 1
1229000.000000 1 5
1229000.000000 2 1
1229000.000000 18 1
1230000.000000 1 3
1230000.000000 2 2
1230000.000000 18 1
1231000.000000 1 3
1231000.000000 2 1
1231000.000000 20 1
1232000.000000 1 8
1232000.000000 2 1
1232000.000000 15 1
1233000.000000 1 7
1233000.000000 4 1
1233000.000000 14 1
1234000.000000 1 5
1234000.000000 2 1
1234000.000000 18 1
1235000.000000 1 7
1235000.000000 2 1
1235000.000000 16 1
1236000.000000 1 7
1236000.000000 18 1
1237000.000000 1 6
1237000.000000 2 1
1237000.000000 17 1
1238000.000000 1 6
1238000.000000 2 3
1238000.000000 13 1
1239000.000000 1 6
1239000.000000 2 1
1239000.000000 3 1
1239000.000000 14 1
1240000.000000 1 5
1240000.000000 2 2
1240000.000000 3 2
1240000.000000 10 1
1241000.000000 1 3
1241000.000000 2 2
1241000.000000 4 1
1241000.000000 5 1
1241000.000000 9 1
1242000.000000 1 4
1242000.000000 2 2
1242000.000000 3 2
1242000.000000 11 1
1243000.000000 1 4
1243000.000000 2 1
1243000.000000 4 1
1243000.000000 15 1
1244000.000000 1 4
1244000.000000 2 1
1244000.000000 3 1
1244000.000000 16 1
1245000.000000 1 8
1245000.000000 2 1
1245000.000000 3 1
1245000.000000 12 1
1246000.000000 1 13
1246000.000000 3 1
1246000.000000 9 1
1247000.000000 1 4
1247000.000000 2 2
1247000.000000 4 1
1247000.000000 13 1
1248000.000000 1 4
1248000.000000 2 1
1248000.000000 19 1
1249000.000000 1 5
1249000.000000 2 1
1249000.000000 6 1
1249000.000000 12 1
1250000.000000 1 7
1250000.000000 2 3
1250000.000000 5 1
1250000.000000 7 1
1251000.000000 1 5
1251000.000000 2 1
1251000.000000 18 1
1252000.000000 1 5
1252000.000000 2 1
1252000.000000 3 1
1252000.000000 15 1
1253000.000000 1 7
1253000.000000 18 1
1254000.000000 1 8
1254000.000000 2 3
1254000.000000 11 1
1255000.000000 1 5
1255000.000000 4 1
1255000.000000 16 1
1256000.000000 1 7
1256000.000000 2 1
1256000.000000 3 1
1256000.000000 13 1
1257000.000000 1 6
1257000.000000 3 1
1257000.000000 16 1
1258000.000000 1 7
1258000.000000 2 1
1258000.000000 16 1
1259000.000000 1 5
1259000.000000 5 1
1259000.000000 15 1
1260000.000000 1 7
1260000.000000 2 2
1260000.000000 4 1
1260000.000000 5 2
1261000.000000 1 7
1261000.000000 2 3
1261000.000000 3 2
1261000.000000 6 1
1262000.000000 1 6
1262000.000000 2 2
1262000.000000 15 1
1263000.000000 1 9
1263000.000000 4 1
1263000.000000 12 1
1264000.000000 1 6
1264000.000000 5 1
1264000.000000 14 1
1265000.000000 1 5
1265000.000000 20 1
1266000.000000 1 12
1266000.000000 4 1
1266000.000000 9 1
1267000.000000 1 9
1267000.000000 2 1
1267000.000000 4 1
1267000.000000 10 1
1268000.000000 1 12
1268000.000000 2 2
1268000.000000 9 1
1269000.000000 1 4
1269000.000000 2 1
1269000.000000 3 1
1269000.000000 4 1
1269000.000000 12 1
1270000.000000 1 4
1270000.000000 2 3
1270000.000000 4 1
1270000.000000 5 1
1270000.000000 6 1
1271000.000000 1 5
1271000.000000 2 2
1271000.000000 3 1
1271000.000000 4 1
1271000.000000 9 1
1272000.000000 1 6
1272000.000000 5 1
1272000.000000 14 1
1273000.000000 1 10
1273000.000000 2 2
1273000.000000 4 1
1273000.000000 7 1
1274000.000000 1 7
1274000.000000 4 1
1274000.000000 5 1
1274000.000000 9 1
1275000.000000 1 11
1275000.000000 2 1
1275000.000000 4 1
1275000.000000 8 1
1276000.000000 1 7
1276000.000000 2 2
1276000.000000 5 1
1276000.000000 9 1
1277000.000000 1 7
1277000.000000 4 1
1277000.000000 14 1
1278000.000000 1 9
1278000.000000 2 1
1278000.000000 7 2
1279000.000000 1 8
1279000.000000 2 1
1279000.000000 5 1
1279000.000000 10 1
1280000.000000 1 9
1280000.000000 2 1
1280000.000000 3 1
1280000.000000 11 1
1281000.000000 1 5
1281000.000000 2 1
1281000.000000 6 1
1281000.000000 12 1
1282000.000000 1 6
1282000.000000 3 1
1282000.000000 16 1
1283000.000000 1 8
1283000.000000 17 1
1284000.000000 1 4
1284000.000000 6 1
1284000.000000 15 1
1285000.000000 1 7
1285000.000000 18 1
1286000.000000 1 5
1286000.000000 2 2
1286000.000000 7 1
1286000.000000 9 1
1287000.000000 1 8
1287000.000000 2 1
1287000.000000 15 1
1288000.000000 1 6
1288000.000000 2 2
1288000.000000 15 1
1289000.000000 1 6
1289000.000000 2 1
1289000.000000 17 1
1290000.000000 1 10
1290000.000000 2 1
1290000.000000 13 1
1291000.000000 1 8
1291000.000000 2 1
1291000.000000 3 1
1291000.000000 12 1
1292000.000000 1 6
1292000.000000 2 2
1292000.000000 6 1
1292000.000000 9 1
1293000.000000 1 5
1293000.000000 2 1
1293000.000000 18 1
1294000.000000 1 8
1294000.000000 2 2
1294000.000000 13 1
1295000.000000 1 7
1295000.000000 2 1
1295000.000000 4 1
1295000.000000 12 1
1296000.000000 1 9
1296000.000000 2 2
1296000.000000 3 1
1296000.000000 9 1
1297000.000000 1 8
1297000.000000 17 1
1298000.000000 1 6
1298000.000000 2 2
1298000.000000 15 1
1299000.000000 1 6
1299000.000000 2 2
1299000.000000 15 1
1300000.000000 1 8
1300000.000000 3 1
1300000.000000 4 1
1300000.000000 10 1
1301000.000000 1 8
1301000.000000 17 1
1302000.000000 1 9
1302000.000000 16 1
1303000.000000 1 8
1303000.000000 2 2
1303000.000000 13 1
1304000.000000 1 7
1304000.000000 2 2
1304000.000000 3 1
1304000.000000 11 1
1305000.000000 1 7
1305000.000000 2 1
1305000.000000 3 1
1305000.000000 13 1
1306000.000000 1 7
1306000.000000 18 1
1307000.000000 1 9
1307000.000000 7 1
1307000.000000 9 1
1308000.000000 1 9
1308000.000000 16 1
1309000.000000 1 7
1309000.000000 18 1
1310000.000000 1 6
1310000.000000 19 1
1311000.000000 1 8
1311000.000000 17 1
1312000.000000 1 7
1312000.000000 2 1
1312000.000000 16 1
1313000.000000 1 7
1313000.000000 2 1
1313000.000000 16 1
1314000.000000 1 7
1314000.000000 2 1
1314000.000000 3 1
1314000.000000 13 1
1315000.000000 1 9
1315000.000000 2 2
1315000.000000 12 1
1316000.000000 1 9
1316000.000000 5 1
1316000.000000 11 1
1317000.000000 1 9
1317000.000000 2 1
1317000.000000 3 1
1317000.000000 11 1
1318000.000000 1 8
1318000.000000 17 1
1319000.000000 1 11
1319000.000000 2 1
1319000.000000 12 1
1320000.000000 1 9
1320000.000000 2 1
1320000.000000 14 1
1321000.000000 1 11
1321000.000000 2 1
1321000.000000 6 2
1322000.000000 1 9
1322000.000000 2 1
1322000.000000 3 1
1322000.000000 11 1
1323000.000000 1 9
1323000.000000 5 1
1323000.000000 11 1
1324000.000000 1 8
1324000.000000 4 1
1324000.000000 6 1
1324000.000000 7 1
1325000.000000 1 11
1325000.000000 2 1
1325000.000000 12 1
1326000.000000 1 8
1326000.000000 5 1
1326000.000000 6 2
1327000.000000 1 7
1327000.000000 18 1
1328000.000000 1 9
1328000.000000 8 2
1329000.000000 1 10
1329000.000000 15 1
1330000.000000 1 7
1330000.000000 18 1
1331000.000000 1 8
1331000.000000 17 1
1332000.000000 1 9
1332000.000000 2 2
1332000.000000 3 1
1332000.000000 9 1
1333000.000000 1 6
1333000.000000 19 1
1334000.000000 1 5
1334000.000000 3 1
1334000.000000 17 1
1335000.000000 1 6
1335000.000000 19 1
1336000.000000 1 8
1336000.000000 2 1
1336000.000000 15 1
1337000.000000 1 8
1337000.000000 3 1
1337000.000000 14 1
1338000.000000 1 8
1338000.000000 17 1
1339000.000000 1 7
1339000.000000 4 1
1339000.000000 14 1
1340000.000000 1 10
1340000.000000 5 1
1340000.000000 10 1
1341000.000000 1 7
1341000.000000 18 1
1342000.000000 1 5
1342000.000000 4 1
1342000.000000 8 2
1343000.000000 1 9
1343000.000000 5 1
1343000.000000 11 1
1344000.000000 1 10
1344000.000000 2 1
1344000.000000 13 1
1345000.000000 1 9
1345000.000000 16 1
1346000.000000 1 7
1346000.000000 2 3
1346000.000000 12 1
1347000.000000 1 8
1347000.000000 2 1
1347000.000000 15 1
1348000.000000 1 8
1348000.000000 2 2
1348000.000000 13 1
1349000.000000 1 8
1349000.000000 2 1
1349000.000000 15 1
1350000.000000 1 9
1350000.000000 2 1
1350000.000000 4 1
1350000.000000 10 1
1351000.000000 1 7
1351000.000000 3 1
1351000.000000 4 1
1351000.000000 11 1
1352000.000000 1 9
1352000.000000 16 1
1353000.000000 1 7
1353000.000000 5 1
1353000.000000 13 1
1354000.000000 1 8
1354000.000000 2 1
1354000.000000 3 1
1354000.000000 12 1
1355000.000000 1 8
1355000.000000 2 2
1355000.000000 13 1
1356000.000000 1 6
1356000.000000 19 1
1357000.000000 1 6
1357000.000000 19 1
1358000.000000 1 9
1358000.000000 2 1
1358000.000000 14 1
1359000.000000 1 9
1359000.000000 16 1
1360000.000000 1 6
1360000.000000 2 1
1360000.000000 17 1
1361000.000000 1 8
1361000.000000 17 1
1362000.000000 1 6
1362000.000000 19 1
1363000.000000 1 6
1363000.000000 3 1
1363000.000000 16 1
1364000.000000 1 7
1364000.000000 3 1
1364000.000000 15 1
1365000.000000 1 9
1365000.000000 16 1
1366000.000000 1 6
1366000.000000 4 1
1366000.000000 15 1
1367000.000000 1 8
1367000.000000 17 1
1368000.000000 1 7
1368000.000000 18 1
1369000.000000 1 8
1369000.000000 17 1
1370000.000000 1 5
1370000.000000 20 1
1371000.000000 1 5
1371000.000000 20 1
1372000.000000 1 6
1372000.000000 19 1
1373000.000000 1 6
1373000.000000 19 1
1374000.000000 1 6
1374000.000000 5 1
1374000.000000 14 1
1375000.000000 1 6
1375000.000000 2 2
1375000.000000 15 1
1376000.000000 1 6
1376000.000000 7 1
1376000.000000 12 1
1377000.000000 1 6
1377000.000000 2 1
1377000.000000 17 1
1378000.000000 1 7
1378000.000000 18 1
1379000.000000 1 4
1379000.000000 2 1
1379000.000000 19 1
1380000.000000 1 6
1380000.000000 19 1
1381000.000000 1 7
1381000.000000 2 1
1381000.000000 16 1
1382000.000000 1 7
1382000.000000 2 1
1382000.000000 4 1
1382000.000000 12 1
1383000.000000 1 6
1383000.000000 2 1
1383000.000000 17 1
1384000.000000 1 9
1384000.000000 16 1
1385000.000000 1 11
1385000.000000 3 1
1385000.000000 11 1
1386000.000000 1 5
1386000.000000 2 1
1386000.000000 18 1
1387000.000000 1 4
1387000.000000 2 2
1387000.000000 17 1
1388000.000000 1 6
1388000.000000 2 1
1388000.000000 17 1
1389000.000000 1 9
1389000.000000 2 2
1389000.000000 12 1
1390000.000000 1 4
1390000.000000 2 2
1390000.000000 17 1
1391000.000000 1 6
1391000.000000 2 1
1391000.000000 17 1
1392000.000000 1 6
1392000.000000 2 2
1392000.000000 15 1
1393000.000000 1 4
1393000.000000 2 2
1393000.000000 17 1
1394000.000000 1 8
1394000.000000 2 3
1394000.000000 5 1
1394000.000000 6 1
1395000.000000 1 7
1395000.000000 2 2
1395000.000000 14 1
1396000.000000 1 5
1396000.000000 2 1
1396000.000000 7 1
1396000.000000 11 1
1397000.000000 1 4
1397000.000000 3 1
1397000.000000 18 1
1398000.000000 1 7
1398000.000000 3 1
1398000.000000 15 1
1399000.000000 1 3
1399000.000000 2 3
1399000.000000 16 1
1400000.000000 1 5
1400000.000000 2 2
1400000.000000 3 1
1400000.000000 13 1
1401000.000000 1 4
1401000.000000 3 1
1401000.000000 4 1
1401000.000000 14 1
1402000.000000 1 7
1402000.000000 2 1
1402000.000000 16 1
1403000.000000 1 7
1403000.000000 7 1
1403000.000000 11 1
1404000.000000 1 4
1404000.000000 2 1
1404000.000000 3 1
1404000.000000 16 1
1405000.000000 1 8
1405000.000000 17 1
1406000.000000 1 7
1406000.000000 3 1
1406000.000000 15 1
1407000.000000 1 7
1407000.000000 18 1
1408000.000000 1 7
1408000.000000 2 2
1408000.000000 14 1
1409000.000000 1 8
1409000.000000 3 1
1409000.000000 14 1
1410000.000000 1 6
1410000.000000 19 1
1411000.000000 1 5
1411000.000000 2 1
1411000.000000 18 1
1412000.000000 1 8
1412000.000000 2 2
1412000.000000 13 1
1413000.000000 1 8
1413000.000000 2 1
1413000.000000 5 1
1413000.000000 10 1
1414000.000000 1 9
1414000.000000 3 2
1414000.000000 10 1
1415000.000000 1 9
1415000.000000 2 1
1415000.000000 3 1
1415000.000000 11 1
1416000.000000 1 12
1416000.000000 2 1
1416000.000000 3 1
1416000.000000 4 2
1417000.000000 1 10
1417000.000000 2 1
1417000.000000 3 1
1417000.000000 10 1
1418000.000000 1 9
1418000.000000 4 2
1418000.000000 8 1
1419000.000000 1 8
1419000.000000 2 1
1419000.000000 7 1
1419000.000000 8 1
1420000.000000 1 9
1420000.000000 2 1
1420000.000000 14 1
1421000.000000 1 8
1421000.000000 2 1
1421000.000000 15 1
1422000.000000 1 10
1422000.000000 7 1
1422000.000000 8 1
1423000.000000 1 10
1423000.000000 3 2
1423000.000000 9 1
1424000.000000 1 8
1424000.000000 8 1
1424000.000000 9 1
1425000.000000 1 7
1425000.000000 4 1
1425000.000000 7 2
1426000.000000 1 6
1426000.000000 19 1
1427000.000000 1 6
1427000.000000 2 1
1427000.000000 8 1
1427000.000000 9 1
1428000.000000 1 7
1428000.000000 2 1
1428000.000000 16 1
1429000.000000 1 10
1429000.000000 4 1
1429000.000000 11 1
1430000.000000 1 11
1430000.000000 2 1
1430000.000000 4 1
1430000.000000 8 1
1431000.000000 1 8
1431000.000000 2 1
1431000.000000 5 1
1431000.000000 10 1
1432000.000000 1 8
1432000.000000 3 1
1432000.000000 6 1
1432000.000000 8 1
1433000.000000 1 10
1433000.000000 3 1
1433000.000000 12 1
1434000.000000 1 6
1434000.000000 3 1
1434000.000000 16 1
1435000.000000 1 7
1435000.000000 2 1
1435000.000000 3 1
1435000.000000 5 1
1435000.000000 8 1
1436000.000000 1 9
1436000.000000 2 2
1436000.000000 4 1
1436000.000000 8 1
1437000.000000 1 8
1437000.000000 2 1
1437000.000000 3 2
1437000.000000 9 1
1438000.000000 1 9
1438000.000000 2 2
1438000.000000 3 1
1438000.000000 9 1
1439000.000000 1 12
1439000.000000 2 1
1439000.000000 11 1
1440000.000000 1 8
1440000.000000 2 1
1440000.000000 15 1
1441000.000000 1 7
1441000.000000 2 1
1441000.000000 6 1
1441000.000000 10 1
1442000.000000 1 10
1442000.000000 2 2
1442000.000000 3 1
1442000.000000 8 1
1443000.000000 1 8
1443000.000000 2 1
1443000.000000 4 1
1443000.000000 11 1
1444000.000000 1 7
1444000.000000 2 2
1444000.000000 4 1
1444000.000000 5 2
1445000.000000 1 11
1445000.000000 14 1
1446000.000000 1 9
1446000.000000 2 1
1446000.000000 5 1
1446000.000000 9 1
1447000.000000 1 8
1447000.000000 2 1
1447000.000000 3 1
1447000.000000 4 1
1447000.000000 8 1
1448000.000000 1 11
1448000.000000 3 2
1448000.000000 8 1
1449000.000000 1 6
1449000.000000 2 1
1449000.000000 3 1
1449000.000000 5 1
1449000.000000 9 1
1450000.000000 1 8
1450000.000000 2 1
1450000.000000 5 1
1450000.000000 10 1
1451000.000000 1 7
1451000.000000 18 1
1452000.000000 1 9
1452000.000000 2 1
1452000.000000 4 1
1452000.000000 10 1
1453000.000000 1 8
1453000.000000 2 1
1453000.000000 3 1
1453000.000000 12 1
1454000.000000 1 10
1454000.000000 15 1
1455000.000000 1 8
1455000.000000 2 1
1455000.000000 15 1
1456000.000000 1 5
1456000.000000 2 3
1456000.000000 3 1
1456000.000000 11 1
1457000.000000 1 6
1457000.000000 2 2
1457000.000000 15 1
1458000.000000 1 6
1458000.000000 2 2
1458000.000000 15 1
1459000.000000 1 7
1459000.000000 2 2
1459000.000000 3 1
1459000.000000 5 1
1459000.000000 6 1
1460000.000000 1 6
1460000.000000 6 1
1460000.000000 13 1
1461000.000000 1 7
1461000.000000 18 1
1462000.000000 1 8
1462000.000000 2 1
1462000.000000 15 1
1463000.000000 1 6
1463000.000000 2 3
1463000.000000 13 1
1464000.000000 1 8
1464000.000000 2 1
1464000.000000 7 1
1464000.000000 8 1
1465000.000000 1 9
1465000.000000 2 1
1465000.000000 14 1
1466000.000000 1 9
1466000.000000 2 2
1466000.000000 12 1
1467000.000000 1 8
1467000.000000 2 1
1467000.000000 3 1
1467000.000000 12 1
1468000.000000 1 8
1468000.000000 17 1
1469000.000000 1 6
1469000.000000 2 2
1469000.000000 15 1
1470000.000000 1 7
1470000.000000 2 2
1470000.000000 4 1
1470000.000000 10 1
1471000.000000 1 6
1471000.000000 3 1
1471000.000000 16 1
1472000.000000 1 6
1472000.000000 6 1
1472000.000000 13 1
1473000.000000 1 6
1473000.000000 3 1
1473000.000000 16 1
1474000.000000 1 9
1474000.000000 2 1
1474000.000000 14 1
1475000.000000 1 9
1475000.000000 2 2
1475000.000000 5 1
1475000.000000 7 1
1476000.000000 1 6
1476000.000000 3 1
1476000.000000 16 1
1477000.000000 1 7
1477000.000000 2 2
1477000.000000 3 1
1477000.000000 11 1
1478000.000000 1 4
1478000.000000 2 1
1478000.000000 4 1
1478000.000000 6 1
1478000.000000 9 1
1479000.000000 1 7
1479000.000000 2 2
1479000.000000 14 1
1480000.000000 1 5
1480000.000000 2 3
1480000.000000 3 1
1480000.000000 11 1
1481000.000000 1 5
1481000.000000 2 1
1481000.000000 18 1
1482000.000000 1 5
1482000.000000 2 1
1482000.000000 6 1
1482000.000000 12 1
1483000.000000 1 4
1483000.000000 2 1
1483000.000000 3 1
1483000.000000 16 1
1484000.000000 1 4
1484000.000000 2 3
1484000.000000 3 2
1484000.000000 9 1
1485000.000000 1 7
1485000.000000 2 1
1485000.000000 16 1
1486000.000000 1 6
1486000.000000 2 1
1486000.000000 17 1
1487000.000000 1 7
1487000.000000 2 1
1487000.000000 6 1
1487000.000000 10 1
1488000.000000 1 7
1488000.000000 2 2
1488000.000000 4 1
1488000.000000 10 1
1489000.000000 1 5
1489000.000000 8 1
1489000.000000 12 1
1490000.000000 1 4
1490000.000000 2 2
1490000.000000 3 1
1490000.000000 14 1
1491000.000000 1 8
1491000.000000 2 2
1491000.000000 3 1
1491000.000000 10 1
1492000.000000 1 6
1492000.000000 2 1
1492000.000000 17 1
1493000.000000 1 5
1493000.000000 4 2
1493000.000000 12 1
1494000.000000 1 5
1494000.000000 2 1
1494000.000000 4 1
1494000.000000 14 1
1495000.000000 1 4
1495000.000000 2 1
1495000.000000 3 1
1495000.000000 16 1
1496000.000000 1 5
1496000.000000 2 2
1496000.000000 5 1
1496000.000000 11 1
1497000.000000 1 8
1497000.000000 17 1
1498000.000000 1 8
1498000.000000 2 1
1498000.000000 15 1
1499000.000000 1 7
1499000.000000 2 1
1499000.000000 4 1
1499000.000000 12 1
1500000.000000 1 10
1500000.000000 3 2
1500000.000000 4 1
1500000.000000 5 1
1501000.000000 1 9
1501000.000000 2 2
1501000.000000 3 1
1501000.000000 9 1
1502000.000000 1 9
1502000.000000 2 1
1502000.000000 14 1
1503000.000000 1 11
1503000.000000 2 1
1503000.000000 12 1
1504000.000000 1 6
1504000.000000 2 1
1504000.000000 3 1
1504000.000000 14 1
1505000.000000 1 7
1505000.000000 8 1
1505000.000000 10 1
1506000.000000 1 5
1506000.000000 20 1
1507000.000000 1 3
1507000.000000 22 1
1508000.000000 1 4
1508000.000000 21 1
1509000.000000 1 7
1509000.000000 2 1
1509000.000000 6 1
1509000.000000 10 1
1510000.000000 1 4
1510000.000000 21 1
1511000.000000 1 3
1511000.000000 3 1
1511000.000000 19 1
1512000.000000 1 4
1512000.000000 2 3
1512000.000000 3 1
1512000.000000 4 3
1513000.000000 1 4
1513000.000000 3 2
1513000.000000 5 1
1513000.000000 10 1
1514000.000000 1 3
1514000.000000 4 1
1514000.000000 9 2
1515000.000000 1 3
1515000.000000 6 1
1515000.000000 16 1
1516000.000000 1 3
1516000.000000 22 1
1517000.000000 1 3
1517000.000000 2 2
1517000.000000 18 1
1518000.000000 1 6
1518000.000000 2 2
1518000.000000 15 1
1519000.000000 1 3
1519000.000000 4 1
1519000.000000 18 1
1520000.000000 1 4
1520000.000000 2 2
1520000.000000 17 1
1521000.000000 1 7
1521000.000000 18 1
1522000.000000 1 6
1522000.000000 2 1
1522000.000000 17 1
1523000.000000 1 4
1523000.000000 2 1
1523000.000000 19 1
1524000.000000 1 6
1524000.000000 19 1
1525000.000000 1 2
1525000.000000 23 1
1526000.000000 1 5
1526000.000000 20 1
1527000.000000 1 4
1527000.000000 2 1
1527000.000000 19 1
1528000.000000 1 3
1528000.000000 3 1
1528000.000000 4 1
1528000.000000 15 1
1529000.000000 1 6
1529000.000000 19 1
1530000.000000 1 3
1530000.000000 22 1
1531000.000000 1 5
1531000.000000 20 1
1532000.000000 1 5
1532000.000000 20 1
1533000.000000 1 3
1533000.000000 22 1
1534000.000000 1 4
1534000.000000 21 1
1535000.000000 1 6
1535000.000000 19 1
1536000.000000 1 9
1536000.000000 2 1
1536000.000000 3 1
1536000.000000 5 1
1536000.000000 6 1
1537000.000000 1 9
1537000.000000 3 1
1537000.000000 4 1
1537000.000000 9 1
1538000.000000 1 6
1538000.000000 3 1
1538000.000000 16 1
1539000.000000 1 4
1539000.000000 2 1
1539000.000000 19 1
1540000.000000 1 6
1540000.000000 19 1
1541000.000000 1 6
1541000.000000 19 1
1542000.000000 1 6
1542000.000000 3 1
1542000.000000 16 1
1543000.000000 1 6
1543000.000000 19 1
1544000.000000 1 6
1544000.000000 19 1
1545000.000000 1 7
1545000.000000 2 2
1545000.000000 14 1
1546000.000000 1 6
1546000.000000 5 2
1546000.000000 9 1
1547000.000000 1 4
1547000.000000 21 1
1548000.000000 1 7
1548000.000000 18 1
1549000.000000 1 6
1549000.000000 2 1
1549000.000000 4 1
1549000.000000 13 1
1550000.000000 1 4
1550000.000000 21 1
1551000.000000 1 5
1551000.000000 2 2
1551000.000000 16 1
1552000.000000 1 6
1552000.000000 2 1
1552000.000000 3 1
1552000.000000 14 1
1553000.000000 1 5
1553000.000000 2 2
1553000.000000 3 1
1553000.000000 4 1
1553000.000000 9 1
1554000.000000 1 5
1554000.000000 2 1
1554000.000000 18 1
1555000.000000 1 7
1555000.000000 3 1
1555000.000000 15 1
